id,startDate,endDate,clientId,status,name,cpf,phone,email
1076,2024-07-15T19:10:57.000Z,2024-07-15T20:20:57.000Z,1076,active,YAGO V. PEREIRA,965.xxx.xxx-87,(67) 9xxxx-4777,yago******ra23@live.com
1100,2024-07-15T19:05:47.000Z,2024-07-15T19:58:47.000Z,1100,active,KARLA BARROS,463.xxx.xxx-05,(67) 9xxxx-8355,karl****rros@hotmail.com
899,2024-07-15T19:03:25.000Z,2024-07-15T19:52:25.000Z,899,active,ISABELLY COSTA,118.xxx.xxx-16,(67) 9xxxx-5561,isab********ta66@live.com
1163,2024-07-15T19:00:40.000Z,2024-07-15T19:50:40.000Z,1163,active,CÉSAR SARAIVA,441.xxx.xxx-92,(67) 9xxxx-4191,cesa*****aiva@hotmail.com
907,2024-07-15T14:59:15.000Z,2024-07-15T15:58:15.000Z,907,active,MARIANA NOGUEIRA,036.xxx.xxx-77,(67) 9xxxx-4873,mari********eira@yahoo.com
1113,2024-07-15T14:48:57.000Z,2024-07-15T15:54:57.000Z,1113,active,SARAH SARAIVA,727.xxx.xxx-53,(67) 9xxxx-3761,sara*******va45@hotmail.com
1037,2024-07-15T14:41:21.000Z,2024-07-15T15:32:21.000Z,1037,active,MARCELA PEREIRA,161.xxx.xxx-83,(67) 9xxxx-7104,marc*********ra84@hotmail.com
1039,2024-07-15T14:40:30.000Z,2024-07-15T15:49:30.000Z,1039,active,REBECA BRAGA,114.xxx.xxx-23,(67) 9xxxx-5856,rebe******ga71@hotmail.com
1097,2024-07-15T14:37:10.000Z,2024-07-15T15:39:10.000Z,1097,active,CAUÃ PEREIRA,338.xxx.xxx-12,(67) 9xxxx-5469,caua******ra41@live.com
965,2024-07-15T14:37:02.000Z,2024-07-15T15:43:02.000Z,965,active,EMANUEL BATISTA,775.xxx.xxx-90,(67) 9xxxx-1201,eman*********ta13@live.com
1087,2024-07-15T14:23:54.000Z,2024-07-15T15:27:54.000Z,1087,active,GIOVANNA BARROS,257.xxx.xxx-87,(67) 9xxxx-0593,giov*******rros@live.com
993,2024-07-15T14:13:32.000Z,2024-07-15T15:17:32.000Z,993,active,SARA BATISTA,165.xxx.xxx-42,(67) 9xxxx-8200,sara****ista@bol.com.br
951,2024-07-15T14:11:52.000Z,2024-07-15T15:08:52.000Z,951,active,LAVÍNIA BRAGA,636.xxx.xxx-23,(67) 9xxxx-3302,lavi*****raga@hotmail.com
1197,2024-07-15T13:53:14.000Z,2024-07-15T14:49:14.000Z,1197,active,MARIA JÚLIA OLIVEIRA,621.xxx.xxx-61,(67) 9xxxx-1060,mari************ira7@live.com
1055,2024-07-15T13:47:30.000Z,2024-07-15T14:52:30.000Z,1055,active,FABRÍCIA MOREIRA,972.xxx.xxx-09,(67) 9xxxx-5210,fabr********eira@hotmail.com
995,2024-07-15T13:46:07.000Z,2024-07-15T14:33:07.000Z,995,active,CECÍLIA H. MACEDO,537.xxx.xxx-86,(67) 9xxxx-5228,ceci******cedo@bol.com.br
1010,2024-07-15T13:35:20.000Z,2024-07-15T14:27:20.000Z,1010,active,MÁRCIA REIS,628.xxx.xxx-89,(67) 9xxxx-4612,marc***reis@live.com
1054,2024-07-15T13:30:26.000Z,2024-07-15T14:29:26.000Z,1054,active,FABRÍCIA PEREIRA,475.xxx.xxx-93,(67) 9xxxx-1126,fabr**********ra81@live.com
1225,2024-07-15T13:28:12.000Z,2024-07-15T14:26:12.000Z,1225,active,FABRÍCIO BARROS,444.xxx.xxx-94,(67) 9xxxx-6816,fabr*******rros@bol.com.br
1001,2024-07-15T13:12:47.000Z,2024-07-15T14:04:47.000Z,1001,inactive,MARIA CECÍLIA ALBUQUERQUE,285.xxx.xxx-58,(67) 9xxxx-6917,mari******************ue94@hotmail.com
946,2024-07-15T13:07:03.000Z,2024-07-15T14:19:03.000Z,946,active,VITOR REIS,566.xxx.xxx-29,(67) 9xxxx-6249,vito***eis1@yahoo.com
1059,2024-07-15T13:06:12.000Z,2024-07-15T14:07:12.000Z,1059,active,MORGANA SOUZA,271.xxx.xxx-06,(67) 9xxxx-0357,morg*****ouza@gmail.com
994,2024-07-15T13:04:34.000Z,2024-07-15T14:10:34.000Z,994,active,RAUL BATISTA,180.xxx.xxx-55,(67) 9xxxx-8392,raul****ista@gmail.com
1141,2024-07-15T12:57:56.000Z,2024-07-15T14:04:56.000Z,1141,active,CARLA SILVA,338.xxx.xxx-70,(67) 9xxxx-6510,carl***ilva@hotmail.com
1201,2024-07-15T12:57:50.000Z,2024-07-15T14:05:50.000Z,1201,active,JOANA I. SOUZA,511.xxx.xxx-12,(67) 9xxxx-2426,joan***ouza@hotmail.com
1045,2024-07-15T12:57:41.000Z,2024-07-15T13:59:41.000Z,1045,active,LORENZO SILVA,781.xxx.xxx-09,(67) 9xxxx-4802,lore*****ilva@gmail.com
1244,2024-07-15T12:53:03.000Z,2024-07-15T13:54:03.000Z,1244,active,ESTHER CARVALHO,443.xxx.xxx-88,(67) 9xxxx-7772,esth*******alho@yahoo.com
1101,2024-07-15T12:49:45.000Z,2024-07-15T13:58:45.000Z,1101,active,ALESSANDRO NOGUEIRA,758.xxx.xxx-01,(67) 9xxxx-4809,ales*************ra47@yahoo.com
963,2024-07-15T12:47:57.000Z,2024-07-15T13:32:57.000Z,963,active,WARLEY XAVIER,572.xxx.xxx-46,(67) 9xxxx-6633,warl*****vier@hotmail.com
978,2024-07-15T12:47:04.000Z,2024-07-15T13:55:04.000Z,978,active,ANA JÚLIA BATISTA,723.xxx.xxx-91,(67) 9xxxx-7772,anaj********ista@live.com
1035,2024-07-15T12:41:15.000Z,2024-07-15T13:29:15.000Z,1035,active,SARA BATISTA,305.xxx.xxx-40,(67) 9xxxx-3001,sara******ta10@live.com
943,2024-07-15T12:33:42.000Z,2024-07-15T13:26:42.000Z,943,active,LAVÍNIA MELO,141.xxx.xxx-15,(67) 9xxxx-3430,lavi*****elo8@bol.com.br
1048,2024-07-15T12:29:44.000Z,2024-07-15T13:22:44.000Z,1048,active,FELIPE SANTOS,054.xxx.xxx-02,(67) 9xxxx-3000,feli*****ntos@gmail.com
1214,2024-07-15T12:23:33.000Z,2024-07-15T13:28:33.000Z,1214,active,MARIA LUIZA BATISTA,635.xxx.xxx-87,(67) 9xxxx-3730,mari**********ista@live.com
1229,2024-07-15T12:17:42.000Z,2024-07-15T13:09:42.000Z,1229,active,DAVI LUCCA CARVALHO,010.xxx.xxx-05,(67) 9xxxx-5602,davi************ho80@yahoo.com
1008,2024-07-15T12:14:45.000Z,2024-07-15T13:16:45.000Z,1008,active,ELOÁ BATISTA,757.xxx.xxx-58,(67) 9xxxx-5874,eloa******ta63@yahoo.com
1127,2024-07-15T12:11:30.000Z,2024-07-15T13:04:30.000Z,1127,active,PAULA E. NOGUEIRA,721.xxx.xxx-74,(67) 9xxxx-8408,paul********ra84@bol.com.br
1153,2024-07-15T12:05:08.000Z,2024-07-15T13:15:08.000Z,1153,active,JOANA SOUZA,531.xxx.xxx-12,(67) 9xxxx-9249,joan*****za21@yahoo.com
1133,2024-07-15T12:04:37.000Z,2024-07-15T13:00:37.000Z,1133,active,ISABELLA L. REIS,876.xxx.xxx-62,(67) 9xxxx-2407,isab*******is32@gmail.com
1052,2024-07-15T11:55:30.000Z,2024-07-15T13:01:30.000Z,1052,active,FABRÍCIO NOGUEIRA,507.xxx.xxx-01,(67) 9xxxx-3154,fabr*********eira@hotmail.com
1091,2024-07-15T11:47:31.000Z,2024-07-15T12:50:31.000Z,1091,active,JANAÍNA SILVA,538.xxx.xxx-13,(67) 9xxxx-8044,jana*******va57@hotmail.com
1152,2024-07-15T11:43:28.000Z,2024-07-15T12:32:28.000Z,1152,inactive,MAITÊ BRAGA,842.xxx.xxx-21,(67) 9xxxx-7140,mait*****ga72@live.com
1013,2024-07-15T11:42:49.000Z,2024-07-15T12:29:49.000Z,1013,active,ARTHUR BATISTA,126.xxx.xxx-28,(67) 9xxxx-1743,arth******ista@live.com
949,2024-07-15T11:38:03.000Z,2024-07-15T12:41:03.000Z,949,active,CAUÃ BATISTA,285.xxx.xxx-71,(67) 9xxxx-9804,caua******ta82@bol.com.br
1064,2024-07-15T11:31:17.000Z,2024-07-15T12:36:17.000Z,1064,active,LÍVIA CARVALHO,175.xxx.xxx-51,(67) 9xxxx-5549,livi******alho@yahoo.com
1032,2024-07-15T11:29:38.000Z,2024-07-15T12:29:38.000Z,1032,active,MARCOS BARROS,923.xxx.xxx-02,(67) 9xxxx-7661,marc*****rros@gmail.com
1003,2024-07-15T11:27:12.000Z,2024-07-15T12:22:12.000Z,1003,active,LARA REIS,129.xxx.xxx-18,(67) 9xxxx-3872,lara***is30@bol.com.br
1019,2024-07-15T11:23:51.000Z,2024-07-15T12:21:51.000Z,1019,active,RICARDO MOREIRA,911.xxx.xxx-05,(67) 9xxxx-1173,rica*********ra87@hotmail.com
1232,2024-07-15T11:22:20.000Z,2024-07-15T12:24:20.000Z,1232,active,ANTONELLA NOGUEIRA,181.xxx.xxx-72,(67) 9xxxx-4905,anto************ra33@live.com
921,2024-07-15T11:22:13.000Z,2024-07-15T12:18:13.000Z,921,active,RAFAELA SARAIVA,972.xxx.xxx-47,(67) 9xxxx-7827,rafa********iva1@yahoo.com
1146,2024-07-15T11:12:53.000Z,2024-07-15T12:09:53.000Z,1146,active,REBECA MORAES,812.xxx.xxx-30,(67) 9xxxx-1950,rebe*******es58@gmail.com
919,2024-07-15T11:05:12.000Z,2024-07-15T12:15:12.000Z,919,active,BRUNA REIS,956.xxx.xxx-02,(67) 9xxxx-1515,brun**reis@bol.com.br
1011,2024-07-15T11:03:31.000Z,2024-07-15T12:08:31.000Z,1011,active,MARIA EDUARDA REIS,586.xxx.xxx-59,(67) 9xxxx-0353,mari***********is89@hotmail.com
1125,2024-07-15T10:50:49.000Z,2024-07-15T11:51:49.000Z,1125,active,GAEL BRAGA,908.xxx.xxx-35,(67) 9xxxx-9709,gael****ga42@live.com
1167,2024-07-15T10:45:27.000Z,2024-07-15T11:40:27.000Z,1167,active,ESTHER ALBUQUERQUE,581.xxx.xxx-02,(67) 9xxxx-7631,esth************ue17@hotmail.com
1071,2024-07-15T10:44:24.000Z,2024-07-15T11:47:24.000Z,1071,active,EMANUELLY SOUZA,112.xxx.xxx-03,(67) 9xxxx-3608,eman*******ouza@bol.com.br
960,2024-07-15T10:41:56.000Z,2024-07-15T11:36:56.000Z,960,active,LAURA SANTOS,177.xxx.xxx-71,(67) 9xxxx-4128,laur****ntos@hotmail.com
1116,2024-07-15T10:36:13.000Z,2024-07-15T11:31:13.000Z,1116,active,FREDERICO FRANCO,584.xxx.xxx-52,(67) 9xxxx-2677,fred********anco@gmail.com
912,2024-07-15T10:34:50.000Z,2024-07-15T11:34:50.000Z,912,active,MARIA EDUARDA ALBUQUERQUE,577.xxx.xxx-75,(67) 9xxxx-6108,mari******************ue37@yahoo.com
908,2024-07-15T10:34:37.000Z,2024-07-15T11:24:37.000Z,908,active,RAFAEL PEREIRA,144.xxx.xxx-51,(67) 9xxxx-1240,rafa******eira@yahoo.com
1121,2024-07-15T10:20:21.000Z,2024-07-15T11:23:21.000Z,1121,active,LEONARDO NOGUEIRA,468.xxx.xxx-07,(67) 9xxxx-4721,leon***********ra45@gmail.com
1072,2024-07-15T10:19:53.000Z,2024-07-15T11:27:53.000Z,1072,active,YURI MOREIRA,467.xxx.xxx-90,(67) 9xxxx-5740,yuri******ra64@hotmail.com
1043,2024-07-15T10:12:55.000Z,2024-07-15T10:56:55.000Z,1043,active,MARGARIDA PEREIRA,432.xxx.xxx-87,(67) 9xxxx-0640,marg***********ra65@live.com
1134,2024-07-15T10:10:06.000Z,2024-07-15T11:03:06.000Z,1134,active,FÉLIX PEREIRA,745.xxx.xxx-67,(67) 9xxxx-9086,feli*****eira@live.com
1184,2024-07-15T10:10:01.000Z,2024-07-15T11:02:01.000Z,1184,active,SARAH FRANCO,065.xxx.xxx-12,(67) 9xxxx-3706,sara****anco@bol.com.br
937,2024-07-15T10:04:42.000Z,2024-07-15T10:57:42.000Z,937,active,PAULO OLIVEIRA,825.xxx.xxx-86,(67) 9xxxx-3173,paul********ra72@gmail.com
981,2024-07-13T14:54:45.000Z,2024-07-13T15:58:45.000Z,981,active,FREDERICO SOUZA,751.xxx.xxx-95,(67) 9xxxx-6713,fred*******ouza@hotmail.com
1039,2024-07-13T14:54:28.000Z,2024-07-13T15:51:28.000Z,1039,active,REBECA BRAGA,114.xxx.xxx-23,(67) 9xxxx-5856,rebe******ga71@hotmail.com
993,2024-07-13T14:53:01.000Z,2024-07-13T15:57:01.000Z,993,active,SARA BATISTA,165.xxx.xxx-42,(67) 9xxxx-8200,sara****ista@bol.com.br
1077,2024-07-13T14:50:49.000Z,2024-07-13T16:00:49.000Z,1077,active,MARCELO REIS,325.xxx.xxx-50,(67) 9xxxx-8467,marc****reis@hotmail.com
954,2024-07-13T14:49:13.000Z,2024-07-13T15:51:13.000Z,954,active,MEIRE COSTA,842.xxx.xxx-51,(67) 9xxxx-2447,meir***osta@hotmail.com
1198,2024-07-13T14:47:27.000Z,2024-07-13T15:38:27.000Z,1198,inactive,SARAH SOUZA,012.xxx.xxx-45,(67) 9xxxx-4555,sara***ouza@yahoo.com
1096,2024-07-13T14:46:17.000Z,2024-07-13T15:51:17.000Z,1096,active,PIETRO BRAGA,518.xxx.xxx-21,(67) 9xxxx-2040,piet******ga81@bol.com.br
1066,2024-07-13T14:42:04.000Z,2024-07-13T15:38:04.000Z,1066,active,JOÃO PEDRO BATISTA,990.xxx.xxx-02,(67) 9xxxx-6421,joao***********ta10@bol.com.br
1143,2024-07-13T14:40:08.000Z,2024-07-13T15:34:08.000Z,1143,active,CARLA SANTOS,163.xxx.xxx-71,(67) 9xxxx-8202,carl****ntos@yahoo.com
907,2024-07-13T14:37:09.000Z,2024-07-13T15:34:09.000Z,907,active,MARIANA NOGUEIRA,036.xxx.xxx-77,(67) 9xxxx-4873,mari********eira@yahoo.com
1100,2024-07-13T14:35:32.000Z,2024-07-13T15:34:32.000Z,1100,active,KARLA BARROS,463.xxx.xxx-05,(67) 9xxxx-8355,karl****rros@hotmail.com
1236,2024-07-13T14:35:29.000Z,2024-07-13T15:19:29.000Z,1236,active,SAMUEL SARAIVA,719.xxx.xxx-56,(67) 9xxxx-4420,samu******aiva@hotmail.com
1172,2024-07-13T14:35:10.000Z,2024-07-13T15:38:10.000Z,1172,active,MORGANA SILVA,883.xxx.xxx-81,(67) 9xxxx-7026,morg*****ilva@yahoo.com
965,2024-07-13T14:34:20.000Z,2024-07-13T15:37:20.000Z,965,active,EMANUEL BATISTA,775.xxx.xxx-90,(67) 9xxxx-1201,eman*********ta13@live.com
933,2024-07-13T14:25:40.000Z,2024-07-13T15:20:40.000Z,933,active,SOPHIA FRANCO,243.xxx.xxx-34,(67) 9xxxx-1425,soph*******co81@yahoo.com
1193,2024-07-13T14:23:55.000Z,2024-07-13T15:27:55.000Z,1193,active,SARA SOUZA,088.xxx.xxx-17,(67) 9xxxx-6521,sara**ouza@bol.com.br
1187,2024-07-13T14:23:16.000Z,2024-07-13T15:34:16.000Z,1187,active,ÍGOR COSTA,844.xxx.xxx-28,(67) 9xxxx-2725,igor**osta@bol.com.br
1122,2024-07-13T14:21:44.000Z,2024-07-13T15:26:44.000Z,1122,active,RICARDO MARTINS,136.xxx.xxx-84,(67) 9xxxx-9531,rica*********ns61@live.com
1241,2024-07-13T14:19:34.000Z,2024-07-13T15:22:34.000Z,1241,active,MARIA JÚLIA H. MARTINS,567.xxx.xxx-07,(67) 9xxxx-3754,mari************ns85@bol.com.br
1009,2024-07-13T14:19:03.000Z,2024-07-13T15:03:03.000Z,1009,active,BEATRIZ V. MORAES,982.xxx.xxx-48,(67) 9xxxx-7877,beat******raes@live.com
1020,2024-07-13T14:15:21.000Z,2024-07-13T15:26:21.000Z,1020,inactive,ISABELA COSTA,315.xxx.xxx-45,(67) 9xxxx-6108,isab******sta4@gmail.com
977,2024-07-13T14:13:21.000Z,2024-07-13T14:57:21.000Z,977,active,NOAH ALBUQUERQUE,627.xxx.xxx-54,(67) 9xxxx-4622,noah**********ue99@hotmail.com
1062,2024-07-13T14:12:47.000Z,2024-07-13T15:09:47.000Z,1062,active,EDUARDA COSTA,423.xxx.xxx-68,(67) 9xxxx-2402,edua*******ta72@gmail.com
1149,2024-07-13T14:08:47.000Z,2024-07-13T15:08:47.000Z,1149,active,ENZO BATISTA,023.xxx.xxx-40,(67) 9xxxx-1286,enzo******ta17@hotmail.com
1170,2024-07-13T14:03:48.000Z,2024-07-13T14:54:48.000Z,1170,active,CARLOS SILVA,681.xxx.xxx-51,(67) 9xxxx-3709,carl******va52@bol.com.br
1211,2024-07-13T13:55:27.000Z,2024-07-13T14:41:27.000Z,1211,inactive,DANILO SOUZA,371.xxx.xxx-04,(67) 9xxxx-5468,dani****ouza@yahoo.com
1171,2024-07-13T13:53:52.000Z,2024-07-13T14:45:52.000Z,1171,active,DANILO ALBUQUERQUE,015.xxx.xxx-61,(67) 9xxxx-3930,dani**********rque@yahoo.com
1173,2024-07-13T13:50:46.000Z,2024-07-13T14:47:46.000Z,1173,active,MURILO MACEDO,761.xxx.xxx-90,(67) 9xxxx-4208,muri*******do24@gmail.com
1200,2024-07-13T13:47:56.000Z,2024-07-13T14:50:56.000Z,1200,active,PAULA REIS,277.xxx.xxx-18,(67) 9xxxx-2434,paul**reis@gmail.com
987,2024-07-13T13:47:53.000Z,2024-07-13T14:35:53.000Z,987,active,FABRÍCIO CARVALHO,735.xxx.xxx-09,(67) 9xxxx-6893,fabr*********alho@bol.com.br
994,2024-07-13T13:46:48.000Z,2024-07-13T14:49:48.000Z,994,active,RAUL BATISTA,180.xxx.xxx-55,(67) 9xxxx-8392,raul****ista@gmail.com
980,2024-07-13T13:44:11.000Z,2024-07-13T14:47:11.000Z,980,inactive,BRENO MELO,625.xxx.xxx-46,(67) 9xxxx-4708,bren**melo@bol.com.br
1138,2024-07-13T13:43:30.000Z,2024-07-13T14:37:30.000Z,1138,active,RAUL COSTA,474.xxx.xxx-21,(67) 9xxxx-7450,raul****ta65@live.com
1114,2024-07-13T13:42:14.000Z,2024-07-13T14:48:14.000Z,1114,inactive,PABLO MELO,214.xxx.xxx-09,(67) 9xxxx-0307,pabl**melo@live.com
955,2024-07-13T13:40:33.000Z,2024-07-13T14:24:33.000Z,955,active,MARIANA COSTA,885.xxx.xxx-72,(67) 9xxxx-3315,mari*******ta91@bol.com.br
1095,2024-07-13T13:34:00.000Z,2024-07-13T14:27:00.000Z,1095,active,FABRÍCIO I. SILVA,742.xxx.xxx-84,(67) 9xxxx-8432,fabr********va28@live.com
1085,2024-07-13T13:32:13.000Z,2024-07-13T14:37:13.000Z,1085,inactive,NORBERTO MORAES,410.xxx.xxx-83,(67) 9xxxx-8281,norb*******raes@gmail.com
1010,2024-07-13T13:25:49.000Z,2024-07-13T14:25:49.000Z,1010,active,MÁRCIA REIS,628.xxx.xxx-89,(67) 9xxxx-4612,marc***reis@live.com
976,2024-07-13T13:25:22.000Z,2024-07-13T14:14:22.000Z,976,active,VICENTE MOREIRA,717.xxx.xxx-07,(67) 9xxxx-2416,vice*******eira@live.com
995,2024-07-13T13:21:19.000Z,2024-07-13T14:13:19.000Z,995,active,CECÍLIA H. MACEDO,537.xxx.xxx-86,(67) 9xxxx-5228,ceci******cedo@bol.com.br
1147,2024-07-13T13:11:02.000Z,2024-07-13T14:20:02.000Z,1147,active,ANTONELLA SANTOS,276.xxx.xxx-92,(67) 9xxxx-5811,anto*********tos7@gmail.com
1054,2024-07-13T13:08:34.000Z,2024-07-13T14:13:34.000Z,1054,active,FABRÍCIA PEREIRA,475.xxx.xxx-93,(67) 9xxxx-1126,fabr**********ra81@live.com
1053,2024-07-13T13:08:15.000Z,2024-07-13T14:08:15.000Z,1053,inactive,DAVI LUCCA SOUZA,161.xxx.xxx-23,(67) 9xxxx-2562,davi*******ouza@live.com
1222,2024-07-13T13:04:38.000Z,2024-07-13T14:10:38.000Z,1222,inactive,ALÍCIA BATISTA,654.xxx.xxx-64,(67) 9xxxx-5600,alic********ta51@hotmail.com
1065,2024-07-13T13:04:33.000Z,2024-07-13T13:54:33.000Z,1065,active,HEITOR FRANCO,585.xxx.xxx-46,(67) 9xxxx-7250,heit*****anco@bol.com.br
1001,2024-07-13T13:03:51.000Z,2024-07-13T14:03:51.000Z,1001,inactive,MARIA CECÍLIA ALBUQUERQUE,285.xxx.xxx-58,(67) 9xxxx-6917,mari******************ue94@hotmail.com
1197,2024-07-13T13:03:16.000Z,2024-07-13T13:59:16.000Z,1197,active,MARIA JÚLIA OLIVEIRA,621.xxx.xxx-61,(67) 9xxxx-1060,mari************ira7@live.com
1033,2024-07-13T13:00:00.000Z,2024-07-13T14:07:00.000Z,1033,active,BRENO SOUZA,433.xxx.xxx-03,(67) 9xxxx-5105,bren***ouza@gmail.com
953,2024-07-13T12:55:39.000Z,2024-07-13T13:50:39.000Z,953,active,CARLA REIS,526.xxx.xxx-10,(67) 9xxxx-4129,carl**reis@bol.com.br
1141,2024-07-13T12:54:52.000Z,2024-07-13T13:54:52.000Z,1141,active,CARLA SILVA,338.xxx.xxx-70,(67) 9xxxx-6510,carl***ilva@hotmail.com
1144,2024-07-13T12:52:35.000Z,2024-07-13T13:53:35.000Z,1144,active,WARLEY FRANCO,657.xxx.xxx-17,(67) 9xxxx-3148,warl*****anco@yahoo.com
1127,2024-07-13T12:51:29.000Z,2024-07-13T13:45:29.000Z,1127,active,PAULA E. NOGUEIRA,721.xxx.xxx-74,(67) 9xxxx-8408,paul********ra84@bol.com.br
1214,2024-07-13T12:51:11.000Z,2024-07-13T13:46:11.000Z,1214,active,MARIA LUIZA BATISTA,635.xxx.xxx-87,(67) 9xxxx-3730,mari**********ista@live.com
910,2024-07-13T12:51:00.000Z,2024-07-13T13:44:00.000Z,910,active,BRUNA COSTA,075.xxx.xxx-07,(67) 9xxxx-8545,brun*****ta89@gmail.com
1192,2024-07-13T12:50:57.000Z,2024-07-13T14:04:57.000Z,1192,active,FABRÍCIO NOGUEIRA,367.xxx.xxx-20,(67) 9xxxx-4518,fabr*********eira@hotmail.com
1008,2024-07-13T12:49:44.000Z,2024-07-13T13:47:44.000Z,1008,active,ELOÁ BATISTA,757.xxx.xxx-58,(67) 9xxxx-5874,eloa******ta63@yahoo.com
972,2024-07-13T12:44:58.000Z,2024-07-13T13:42:58.000Z,972,active,FELÍCIA MELO,859.xxx.xxx-42,(67) 9xxxx-4126,feli****melo@live.com
943,2024-07-13T12:43:31.000Z,2024-07-13T13:32:31.000Z,943,active,LAVÍNIA MELO,141.xxx.xxx-15,(67) 9xxxx-3430,lavi*****elo8@bol.com.br
1070,2024-07-13T12:40:56.000Z,2024-07-13T13:42:56.000Z,1070,active,MIGUEL MARTINS,580.xxx.xxx-44,(67) 9xxxx-1650,migu******tins@gmail.com
1021,2024-07-13T12:37:09.000Z,2024-07-13T13:35:09.000Z,1021,active,LÍVIA XAVIER,866.xxx.xxx-14,(67) 9xxxx-5205,livi****vier@live.com
1045,2024-07-13T12:36:50.000Z,2024-07-13T13:38:50.000Z,1045,active,LORENZO SILVA,781.xxx.xxx-09,(67) 9xxxx-4802,lore*****ilva@gmail.com
1049,2024-07-13T12:34:28.000Z,2024-07-13T13:38:28.000Z,1049,active,RICARDO SILVA,342.xxx.xxx-59,(67) 9xxxx-1565,rica*****ilva@yahoo.com
1038,2024-07-13T12:32:08.000Z,2024-07-13T13:38:08.000Z,1038,active,ISABELA MOREIRA,441.xxx.xxx-07,(67) 9xxxx-7407,isab*********ra79@gmail.com
978,2024-07-13T12:29:42.000Z,2024-07-13T13:34:42.000Z,978,active,ANA JÚLIA BATISTA,723.xxx.xxx-91,(67) 9xxxx-7772,anaj********ista@live.com
1201,2024-07-13T12:28:06.000Z,2024-07-13T13:36:06.000Z,1201,active,JOANA I. SOUZA,511.xxx.xxx-12,(67) 9xxxx-2426,joan***ouza@hotmail.com
940,2024-07-13T12:25:47.000Z,2024-07-13T13:15:47.000Z,940,active,DALILA MARTINS,677.xxx.xxx-59,(67) 9xxxx-8900,dali******tins@bol.com.br
901,2024-07-13T12:24:34.000Z,2024-07-13T13:27:34.000Z,901,active,NICOLAS FRANCO,290.xxx.xxx-28,(67) 9xxxx-8566,nico********co87@live.com
1069,2024-07-13T12:10:25.000Z,2024-07-13T13:04:25.000Z,1069,active,PEDRO SARAIVA,931.xxx.xxx-52,(67) 9xxxx-1918,pedr*******va20@live.com
1162,2024-07-13T12:09:54.000Z,2024-07-13T13:05:54.000Z,1162,active,ROBERTO BATISTA,783.xxx.xxx-28,(67) 9xxxx-6053,robe*********ta80@hotmail.com
903,2024-07-13T12:06:20.000Z,2024-07-13T13:12:20.000Z,903,active,ISABELLA REIS,448.xxx.xxx-27,(67) 9xxxx-3783,isab*******is50@yahoo.com
1244,2024-07-13T12:06:11.000Z,2024-07-13T13:08:11.000Z,1244,active,ESTHER CARVALHO,443.xxx.xxx-88,(67) 9xxxx-7772,esth*******alho@yahoo.com
1067,2024-07-13T12:05:20.000Z,2024-07-13T13:00:20.000Z,1067,active,LUIZA MOREIRA,226.xxx.xxx-15,(67) 9xxxx-1390,luiz*******ra15@yahoo.com
1229,2024-07-13T12:05:18.000Z,2024-07-13T12:59:18.000Z,1229,active,DAVI LUCCA CARVALHO,010.xxx.xxx-05,(67) 9xxxx-5602,davi************ho80@yahoo.com
963,2024-07-13T12:04:29.000Z,2024-07-13T12:51:29.000Z,963,active,WARLEY XAVIER,572.xxx.xxx-46,(67) 9xxxx-6633,warl*****vier@hotmail.com
1232,2024-07-13T11:59:24.000Z,2024-07-13T13:02:24.000Z,1232,active,ANTONELLA NOGUEIRA,181.xxx.xxx-72,(67) 9xxxx-4905,anto************ra33@live.com
1034,2024-07-13T11:43:03.000Z,2024-07-13T12:47:03.000Z,1034,active,RAUL OLIVEIRA,676.xxx.xxx-23,(67) 9xxxx-5430,raul*****eira@live.com
919,2024-07-13T11:38:49.000Z,2024-07-13T12:42:49.000Z,919,active,BRUNA REIS,956.xxx.xxx-02,(67) 9xxxx-1515,brun**reis@bol.com.br
1146,2024-07-13T11:36:25.000Z,2024-07-13T12:20:25.000Z,1146,active,REBECA MORAES,812.xxx.xxx-30,(67) 9xxxx-1950,rebe*******es58@gmail.com
921,2024-07-13T11:34:24.000Z,2024-07-13T12:32:24.000Z,921,active,RAFAELA SARAIVA,972.xxx.xxx-47,(67) 9xxxx-7827,rafa********iva1@yahoo.com
913,2024-07-13T11:34:06.000Z,2024-07-13T12:30:06.000Z,913,active,LORRAINE OLIVEIRA,568.xxx.xxx-95,(67) 9xxxx-6669,lorr***********ra67@bol.com.br
938,2024-07-13T11:32:41.000Z,2024-07-13T12:22:41.000Z,938,active,ANTONELLA SANTOS,240.xxx.xxx-99,(67) 9xxxx-9181,anto*********tos0@live.com
1013,2024-07-13T11:31:49.000Z,2024-07-13T12:31:49.000Z,1013,active,ARTHUR BATISTA,126.xxx.xxx-28,(67) 9xxxx-1743,arth******ista@live.com
1102,2024-07-13T11:30:23.000Z,2024-07-13T12:39:23.000Z,1102,inactive,DAVI BRAGA,877.xxx.xxx-58,(67) 9xxxx-4594,davi**raga@hotmail.com
997,2024-07-13T11:25:33.000Z,2024-07-13T12:26:33.000Z,997,active,VITOR L. SOUZA,538.xxx.xxx-60,(67) 9xxxx-2145,vito*****za98@bol.com.br
1032,2024-07-13T11:22:21.000Z,2024-07-13T12:22:21.000Z,1032,active,MARCOS BARROS,923.xxx.xxx-02,(67) 9xxxx-7661,marc*****rros@gmail.com
